order_id,store_name,store_lat,store_lng,delivery_lat,delivery_lng,distance_km,item_count,hour,store_load,timestamp,pick_pack_time_min
53,"D-Mart, Sholinganallur OMR",12.901,80.2279,12.842561226994457,80.36159819536738,15.883062484090082,7,12,48,2026-08-27 12:17:00,15.11
54,"Nilgiris, Alwarpet",13.0338,80.2547,13.054016216997685,80.38919169898081,14.741326750901703,10,14,43,2026-08-27 14:25:00,16.01
55,"Nilgiris, Alwarpet",13.0338,80.2547,12.99193797484647,80.1167095319858,15.65771900431921,7,22,14,2026-08-27 22:35:00,10.27
56,"More Supermarket, T Nagar",13.0418,80.2341,13.06935709825881,80.11592782397092,13.162141518240432,4,22,23,2026-08-27 22:39:00,11.25
57,"More Supermarket, Velachery",12.9791,80.2181,12.888637846548086,80.12412902062387,14.3141819517989,11,10,27,2026-08-27 10:57:00,19.75
58,"Spencer's, Guindy",13.0067,80.2206,13.124741344641556,80.11560666842344,17.367056884822205,14,21,13,2026-08-27 21:30:00,17.02
59,"Reliance Smart, Porur",13.0359,80.1567,12.90177023445873,80.13907499806989,15.036329251830992,4,9,14,2026-08-27 09:14:00,7.13
60,"D-Mart, Siruseri OMR",12.829,80.2245,12.663872091171116,80.23073256847687,18.373823623450686,11,19,12,2026-08-27 19:18:00,14.52
61,"Star Bazaar, Chetpet",13.0692,80.241,13.121862622754522,80.15808453941641,10.720591470729437,4,20,49,2026-08-27 20:04:00,14.1
62,"Reliance Smart, Porur",13.0359,80.1567,13.091690261351722,80.26574331443102,13.341300405015458,11,21,37,2026-08-27 21:16:00,18.75
63,"D-Mart, Sholinganallur OMR",12.901,80.2279,13.05705722342169,80.24272126354526,17.426925667250856,12,11,42,2026-08-27 11:42:00,15.91
64,"More Supermarket, Tambaram",12.9249,80.1,12.995133242320625,80.20412875517671,13.722615731915482,7,21,41,2026-08-27 21:51:00,13.67
65,"D-Mart, Sholinganallur OMR",12.901,80.2279,12.834436371655569,80.30540213878753,11.196725558648943,11,9,47,2026-08-27 09:04:00,18.03
66,"Star Bazaar, Anna Nagar",13.085,80.2101,13.0253939152049,80.36182443196468,17.721048913545857,4,15,6,2026-08-27 15:59:00,7.8
67,"Star Bazaar, Chetpet",13.0692,80.241,12.95234235912598,80.34294965991855,17.054063654840128,2,15,44,2026-08-27 15:20:00,11.35
68,"D-Mart, Sholinganallur OMR",12.901,80.2279,12.79361439153949,80.21039626567078,12.090576586022415,2,12,4,2026-08-27 12:00:00,6.2
69,"Nilgiris, Nungambakkam",13.0604,80.2496,13.114495737819288,80.15738435713578,11.659068678765337,7,8,24,2026-08-27 08:57:00,14.64
70,"Nilgiris, Alwarpet",13.0338,80.2547,13.198885598704903,80.24437589680363,18.390697308817135,13,19,30,2026-08-27 19:33:00,17.61
71,"Nilgiris, Adyar",13.0067,80.257,12.9050032252787,80.34049650463689,14.482456132543511,2,13,18,2026-08-27 13:50:00,9.48
72,"Spencer's, Guindy",13.0067,80.2206,12.880143172737025,80.245934332061,14.33779027322593,7,17,8,2026-08-27 17:45:00,9.26
73,"Nilgiris, Alwarpet",13.0338,80.2547,13.122413057380253,80.194601773932,11.80926652230868,10,14,10,2026-08-27 14:37:00,13.18
74,"Nilgiris, Nungambakkam",13.0604,80.2496,12.944422532627158,80.25693865449999,12.920593303145283,3,13,41,2026-08-27 13:13:00,13.27
75,"D-Mart, Siruseri OMR",12.829,80.2245,12.944962230201046,80.29398387110862,14.932899758506666,11,21,16,2026-08-27 21:50:00,11.67
76,"Nilgiris, Alwarpet",13.0338,80.2547,12.946571581685047,80.13292348008814,16.37588700478459,5,9,16,2026-08-27 09:50:00,9.02
77,"Star Bazaar, Anna Nagar",13.085,80.2101,13.233085000613498,80.26825112216268,17.62903019039529,12,19,46,2026-08-27 19:44:00,17.99
78,"Reliance Fresh, Royapettah",13.0524,80.2593,13.119711613361378,80.1568489106609,13.384564832973261,9,19,8,2026-08-27 19:32:00,12.23
79,"More Supermarket, Velachery",12.9791,80.2181,13.074180323375284,80.08722227431596,17.68627589459379,8,13,45,2026-08-27 13:25:00,16.02
80,"D-Mart, Siruseri OMR",12.829,80.2245,12.913069030361315,80.10617866966646,15.871239405369806,3,11,46,2026-08-27 11:54:00,10.43
81,"More Supermarket, Tambaram",12.9249,80.1,12.792723422462368,80.0728969167058,14.988169585314852,7,8,30,2026-08-27 08:01:00,11.77
82,"Nilgiris, Alwarpet",13.0338,80.2547,12.916390095463743,80.12510928688535,19.17337672551676,12,22,9,2026-08-27 22:23:00,12.8
83,"Spencer's, Guindy",13.0067,80.2206,13.049869177222895,80.33597116556992,13.38855635609605,1,22,8,2026-08-27 22:36:00,4.76
84,"Nilgiris, Adyar",13.0067,80.257,12.960606567938257,80.3820070797458,14.482073282568715,11,11,14,2026-08-27 11:55:00,11.73
85,"Spencer's, Egmore",13.0779,80.2578,13.062016160094407,80.34935842853314,10.073144562930157,7,8,29,2026-08-27 08:31:00,11.6
86,"D-Mart, Siruseri OMR",12.829,80.2245,12.69932224603582,80.09913611726402,19.818059475425354,11,9,8,2026-08-27 09:38:00,14.87
87,"Nilgiris, Nungambakkam",13.0604,80.2496,13.190458070422505,80.15673924472992,17.614325631840078,10,9,23,2026-08-27 09:17:00,10.84
88,"Star Bazaar, Anna Nagar",13.085,80.2101,13.192306582537462,80.08786911185393,17.820051707381772,7,20,6,2026-08-27 20:57:00,10.57
89,"Reliance Smart, Porur",13.0359,80.1567,12.891002571183762,80.21545370362944,17.324135029937878,5,21,27,2026-08-27 21:57:00,9.79
90,"Nilgiris, Adyar",13.0067,80.257,13.183018122419478,80.23939739601089,19.698151167055695,9,10,2,2026-08-27 10:39:00,10.87
91,"Nilgiris, Alwarpet",13.0338,80.2547,13.033734761022258,80.09465666800016,17.33753497437916,2,19,35,2026-08-27 19:00:00,9.21
92,"Nilgiris, Adyar",13.0067,80.257,13.022687012270927,80.16232869581215,10.409469602857197,9,10,3,2026-08-27 10:07:00,9.87
93,"Nilgiris, Adyar",13.0067,80.257,12.832439931327187,80.29698006656518,19.85540169494926,2,13,10,2026-08-27 13:14:00,3.44
94,"D-Mart, Sholinganallur OMR",12.901,80.2279,13.039925721219904,80.31202484720531,17.936821505599728,10,16,9,2026-08-27 16:24:00,11.41
95,"Star Bazaar, Chetpet",13.0692,80.241,13.213450044038234,80.16514620251871,18.02059786985724,9,18,41,2026-08-27 18:14:00,17.49
96,"Star Bazaar, Anna Nagar",13.085,80.2101,13.202713232070145,80.24829635460394,13.727023413067341,2,21,3,2026-08-27 21:02:00,3.5
97,"Reliance Fresh, Royapettah",13.0524,80.2593,13.017883056589197,80.10876431197951,16.75305628667484,11,8,22,2026-08-27 08:00:00,15.77
98,"D-Mart, Siruseri OMR",12.829,80.2245,12.878109908945117,80.0721605217647,17.3943146847651,6,10,29,2026-08-27 10:51:00,12.51
99,"Spencer's, Egmore",13.0779,80.2578,12.997866684552772,80.17881524220662,12.345351504412985,12,12,26,2026-08-27 12:26:00,15.84
100,"Nilgiris, Nungambakkam",13.0604,80.2496,13.000280628195767,80.12414069523025,15.146293421163499,1,12,34,2026-08-27 12:00:00,9.61
101,"Nilgiris, Adyar",13.0067,80.257,13.106576208977009,80.17809973441823,14.013555575533879,3,22,40,2026-08-27 22:15:00,13.44
102,"Spencer's, Guindy",13.0067,80.2206,12.910398138457353,80.3601303840105,18.527811296319125,7,19,20,2026-08-27 19:14:00,15.42
103,"Nilgiris, Adyar",13.0067,80.257,12.908186531071115,80.19258017960966,12.989436511189055,3,12,41,2026-08-27 12:06:00,11.08
104,"More Supermarket, T Nagar",13.0418,80.2341,13.106584852313004,80.39507911933909,18.86557562171869,5,22,16,2026-08-27 22:16:00,10.27
105,"Nilgiris, Adyar",13.0067,80.257,12.98230233219211,80.1357032956043,13.419269385456603,10,15,49,2026-08-27 15:32:00,19.4
106,"Nilgiris, Adyar",13.0067,80.257,12.909072169199316,80.32238943110096,12.96362057011165,3,15,25,2026-08-27 15:59:00,8.94
107,"Reliance Smart, Porur",13.0359,80.1567,13.177515253981374,80.15448832888204,15.748719296230336,10,14,37,2026-08-27 14:44:00,14.64
108,"D-Mart, Siruseri OMR",12.829,80.2245,12.93689246483769,80.15930613667003,13.92369092921794,2,10,43,2026-08-27 10:35:00,13.82
109,"Nilgiris, Alwarpet",13.0338,80.2547,12.966142029294096,80.33306069772013,11.343669133130614,3,22,39,2026-08-27 22:21:00,9.59
110,"D-Mart, Siruseri OMR",12.829,80.2245,12.741392509590211,80.25165048544788,10.176687809999121,9,8,42,2026-08-27 08:12:00,16.77
111,"Reliance Fresh, Royapettah",13.0524,80.2593,12.94639153222281,80.31875556331835,13.432924623789077,12,10,27,2026-08-27 10:57:00,14.11
112,"Reliance Smart, Porur",13.0359,80.1567,13.006024612083715,80.2955848257825,15.408566369449513,3,11,3,2026-08-27 11:45:00,5.73
113,"More Supermarket, Velachery",12.9791,80.2181,12.92844039302479,80.31953092383117,12.350971168806595,5,12,25,2026-08-27 12:18:00,11.47
114,"Nilgiris, Alwarpet",13.0338,80.2547,12.901881857795317,80.16793241107926,17.423179494179767,13,9,9,2026-08-27 09:31:00,15.16
115,"More Supermarket, Velachery",12.9791,80.2181,12.985404399235655,80.33784693057629,12.993832915148255,14,8,44,2026-08-27 08:10:00,22.05
116,"More Supermarket, Velachery",12.9791,80.2181,12.94408904566828,80.38729610058249,18.743143652908074,9,18,12,2026-08-27 18:09:00,12.63
117,"More Supermarket, T Nagar",13.0418,80.2341,13.075741958553811,80.0723763896651,17.91974425141374,7,22,12,2026-08-27 22:51:00,11.63
118,"Nilgiris, Nungambakkam",13.0604,80.2496,12.978504180106029,80.08578606671591,19.947017489350248,5,9,13,2026-08-27 09:28:00,8.3
119,"Reliance Fresh, Royapettah",13.0524,80.2593,12.95384012003484,80.21765542036499,11.851793449535675,9,12,32,2026-08-27 12:25:00,17.25
120,"Nilgiris, Nungambakkam",13.0604,80.2496,12.885113190349847,80.23518448911217,19.55349428187811,9,15,28,2026-08-27 15:39:00,14.03
121,"Nilgiris, Alwarpet",13.0338,80.2547,13.123994912404987,80.23078060244838,10.358427514181631,5,21,47,2026-08-27 21:17:00,12.81
122,"D-Mart, Siruseri OMR",12.829,80.2245,12.931692018781916,80.27051450517489,12.460666115049385,1,18,21,2026-08-27 18:02:00,5.58
123,"D-Mart, Siruseri OMR",12.829,80.2245,12.776736176810333,80.35364107885978,15.160878012571125,3,19,14,2026-08-27 19:51:00,7.13
124,"Nilgiris, Alwarpet",13.0338,80.2547,13.149410678223472,80.30216434317103,13.845043779899282,14,16,3,2026-08-27 16:06:00,13.19
125,"Nilgiris, Adyar",13.0067,80.257,12.971794078054963,80.36248367909292,12.07020541524812,6,14,1,2026-08-27 14:13:00,7.62
126,"More Supermarket, Velachery",12.9791,80.2181,13.047749340656006,80.27796367300266,10.016607076748006,7,10,19,2026-08-27 10:24:00,9.9
127,"Nilgiris, Nungambakkam",13.0604,80.2496,12.970475439629986,80.24486036163574,10.01233062511908,7,20,46,2026-08-27 20:01:00,13.68
128,"Reliance Smart, Porur",13.0359,80.1567,13.060449408426392,80.02699132897816,14.313270201464496,11,20,26,2026-08-27 20:19:00,14.17
129,"Spencer's, Egmore",13.0779,80.2578,13.028019852556012,80.36228002169754,12.6034854341525,1,8,44,2026-08-27 08:54:00,6.98
130,"Spencer's, Egmore",13.0779,80.2578,13.09847469210166,80.41177417875807,16.832583576588128,2,18,5,2026-08-27 18:28:00,5.77
131,"More Supermarket, Velachery",12.9791,80.2181,13.144676965792101,80.27166346629244,19.303846175891504,4,9,5,2026-08-27 09:51:00,5.27
132,"More Supermarket, Velachery",12.9791,80.2181,13.078011228377576,80.24925193044506,11.504540115574741,7,19,41,2026-08-27 19:42:00,14.47
133,"Nilgiris, Nungambakkam",13.0604,80.2496,13.232671726956106,80.25990794081977,19.188231935306828,10,20,6,2026-08-27 20:48:00,13.07
134,"More Supermarket, Velachery",12.9791,80.2181,12.90634442462131,80.14788439761615,11.106294675622033,7,9,3,2026-08-27 09:01:00,10.55
135,"Nilgiris, Adyar",13.0067,80.257,12.887627611408178,80.1792786997472,15.692120504306768,7,14,20,2026-08-27 14:29:00,8.81
136,"Star Bazaar, Anna Nagar",13.085,80.2101,12.962841649935305,80.0937096006892,18.533694593423668,14,9,46,2026-08-27 09:00:00,21.87
137,"Spencer's, Egmore",13.0779,80.2578,13.175980926778623,80.12871880498089,17.72937388135284,3,16,34,2026-08-27 16:14:00,10.52
138,"More Supermarket, T Nagar",13.0418,80.2341,12.937644567721668,80.15289590669612,14.544574302986579,9,21,5,2026-08-27 21:55:00,13.63
139,"Star Bazaar, Anna Nagar",13.085,80.2101,13.132300357478229,80.09413720391925,13.615360786391994,8,9,42,2026-08-27 09:32:00,16.98
140,"Nilgiris, Alwarpet",13.0338,80.2547,13.06396545543568,80.39919260683601,16.007339188626425,7,13,42,2026-08-27 13:47:00,15.85
141,"More Supermarket, Tambaram",12.9249,80.1,13.02940530921799,80.15732439600497,13.176356343635616,12,22,40,2026-08-27 22:44:00,19.11
142,"Reliance Fresh, Royapettah",13.0524,80.2593,13.098795945702392,80.34043546931146,10.190341478174865,4,12,45,2026-08-27 12:20:00,11.03
143,"Reliance Fresh, Royapettah",13.0524,80.2593,13.041340053774052,80.1020264283383,17.080912356835878,14,9,12,2026-08-27 09:07:00,18.04
144,"D-Mart, Sholinganallur OMR",12.901,80.2279,13.00167773369387,80.33258961856163,15.938305480284477,5,15,48,2026-08-27 15:53:00,14.5
145,"More Supermarket, Tambaram",12.9249,80.1,12.99573666751768,80.23830609791506,16.930954269297015,8,15,16,2026-08-27 15:07:00,11.89
146,"Nilgiris, Adyar",13.0067,80.257,13.0965029006574,80.26663986284869,10.040076047333395,8,17,40,2026-08-27 17:59:00,18.1
147,"More Supermarket, T Nagar",13.0418,80.2341,13.141332164855742,80.33881398834127,15.846388341341655,12,12,29,2026-08-27 12:05:00,17.32
148,"Reliance Fresh, Royapettah",13.0524,80.2593,12.952742941211815,80.16110065205235,15.362004131113752,7,22,39,2026-08-27 22:52:00,14.22
149,"Nilgiris, Adyar",13.0067,80.257,12.928411536481715,80.2027337582105,10.505196963720051,4,15,31,2026-08-27 15:20:00,11.62
150,"More Supermarket, T Nagar",13.0418,80.2341,13.205862882954357,80.25341302271592,18.362451768426013,1,12,32,2026-08-27 12:39:00,10.09
